ID	protein_1	protein_2	protein_3	protein_4	protein_5	protein_6	protein_7	protein_8	protein_9	protein_10	protein_11	protein_12	protein_13	protein_14	protein_15	protein_16	protein_17	protein_18	protein_19	protein_20	protein_21	protein_22	protein_23	protein_24	protein_25	protein_26	protein_27	protein_28	protein_29	protein_30	protein_31	protein_32	protein_33	protein_34	protein_35	protein_36	protein_37	protein_38	protein_39	protein_40	protein_41	protein_42	protein_43	protein_44	protein_45	protein_46	protein_47	protein_48	protein_49	protein_50	protein_51	protein_52	protein_53	protein_54	protein_55	protein_56	protein_57	protein_58	protein_59	protein_60	protein_61	protein_62	protein_63	protein_64	protein_65	protein_66	protein_67	protein_68	protein_69	protein_70	protein_71	protein_72	protein_73	protein_74	protein_75	protein_76	protein_77	protein_78	protein_79	protein_80	protein_81	protein_82	protein_83	protein_84	protein_85	protein_86	protein_87	protein_88	protein_89	protein_90	protein_91	protein_92	protein_93	protein_94	protein_95	protein_96	protein_97	protein_98	protein_99	protein_100	protein_101	protein_102	protein_103	protein_104	protein_105	protein_106	protein_107	protein_108	protein_109	protein_110	protein_111	protein_112	protein_113	protein_114	protein_115	protein_116	protein_117	protein_118	protein_119	protein_120	protein_121	protein_122	protein_123	protein_124	protein_125	protein_126	protein_127	protein_128	protein_129	protein_130	protein_131	protein_132	protein_133	protein_134	protein_135	protein_136	protein_137	protein_138	protein_139	protein_140	protein_141	protein_142	protein_143	protein_144	protein_145	protein_146	protein_147	protein_148	protein_149	protein_150	protein_151	protein_152	protein_153	protein_154	protein_155	protein_156	protein_157	protein_158	protein_159	protein_160	protein_161	protein_162	protein_163	protein_164	protein_165	protein_166	protein_167	protein_168	protein_169	protein_170	protein_171	protein_172	protein_173	protein_174	protein_175	protein_176	protein_177	protein_178	protein_179	protein_180	protein_181	protein_182	protein_183	protein_184	protein_185	protein_186	protein_187	protein_188	protein_189	protein_190	protein_191	protein_192	protein_193	protein_194	protein_195	protein_196	protein_197	protein_198	protein_199	protein_200	protein_201	protein_202	protein_203	protein_204	protein_205	protein_206	protein_207	protein_208	protein_209	protein_210	protein_211	protein_212	protein_213	protein_214	protein_215	protein_216	protein_217	protein_218	protein_219	protein_220	protein_221	protein_222	protein_223	protein_224	protein_225	protein_226	protein_227	protein_228	protein_229	protein_230	protein_231	protein_232	protein_233	protein_234	protein_235	protein_236	protein_237	protein_238	protein_239	protein_240	protein_241	protein_242	protein_243	protein_244	protein_245	protein_246	protein_247	protein_248	protein_249	protein_250	protein_251	protein_252	protein_253	protein_254	protein_255	protein_256	protein_257	protein_258	protein_259	protein_260	protein_261	protein_262	protein_263	protein_264	protein_265	protein_266	protein_267	protein_268	protein_269	protein_270	protein_271	protein_272	protein_273	protein_274	protein_275	protein_276	protein_277	protein_278	protein_279	protein_280	protein_281	protein_282	protein_283	protein_284	protein_285	protein_286	protein_287	protein_288	protein_289	protein_290	protein_291	protein_292	protein_293	protein_294	protein_295	protein_296	protein_297	protein_298	protein_299	protein_300	protein_301	protein_302	protein_303	protein_304	protein_305	protein_306	protein_307	protein_308	protein_309	protein_310	protein_311	protein_312	protein_313	protein_314	protein_315	protein_316	protein_317	protein_318	protein_319	protein_320	protein_321	protein_322	protein_323	protein_324	protein_325	protein_326	protein_327	protein_328	protein_329	protein_330	protein_331	protein_332	protein_333	protein_334	protein_335	protein_336	protein_337	protein_338	protein_339	protein_340	protein_341	protein_342	protein_343	protein_344	protein_345	protein_346	protein_347	protein_348	protein_349	protein_350	protein_351	protein_352	protein_353	protein_354	protein_355	protein_356	protein_357	protein_358	protein_359	protein_360	protein_361	protein_362	protein_363	protein_364	protein_365	protein_366	protein_367	protein_368	protein_369	protein_370	protein_371	protein_372	protein_373
10	11	9	17	6	7	0	19	0	0	11	29	0	0	25	7	16	22	6	14	9	27	14	0	19	14	8	0	0	11	14	10	0	17	14	21	0	14	13	0	18	6	0	0	24	14	25	32	0	18	6	21	0	0	12	26	16	0	6	9	7	0	9	0	17	6	8	11	21	0	9	22	0	13	0	0	19	0	24	0	0	15	18	5	6	10	11	15	20	23	12	12	0	0	22	15	21	14	14	26	14	12	21	24	10	14	28	22	11	0	19	0	8	11	20	17	12	26	18	17	19	13	0	0	0	1	21	12	24	21	0	17	10	9	0	19	15	26	21	0	11	10	0	25	22	14	19	0	14	23	28	5	11	15	0	0	8	6	11	2	0	0	0	0	1	15	18	12	16	15	0	0	0	13	0	20	9	13	6	0	15	22	0	7	17	9	30	4	13	10	25	20	29	26	14	7	0	7	9	7	0	18	0	7	0	2	13	0	18	23	17	0	25	8	14	18	8	4	15	9	3	15	0	14	0	28	26	12	12	24	0	14	0	10	0	21	0	17	12	2	12	19	7	21	17	0	23	12	0	7	0	23	0	16	17	8	4	16	0	14	7	0	8	19	12	18	0	22	0	11	26	0	0	20	21	0	0	20	0	16	21	15	0	16	12	0	7	13	0	10	11	0	15	0	18	13	10	14	16	28	33	26	15	0	17	11	27	22	24	7	12	0	16	16	0	10	0	26	15	25	25	20	13	0	0	13	5	18	10	0	0	20	0	5	19	16	10	16	0	0	14	6	7	9	4	18	6	18	10	17	15	17	14	15	11	30	2	0	8	11	19	0	0	23	9	0	12	19	0	15	21	17	12	12
11	16	11	20	14	0	7	0	9	16	0	0	14	0	12	16	1	22	6	0	17	20	15	18	13	12	7	7	3	25	2	0	12	16	12	22	0	15	15	7	22	17	0	24	0	1	13	19	17	13	9	7	16	0	16	15	0	0	0	0	12	14	0	4	33	0	0	9	21	0	13	0	18	21	8	8	11	22	17	1	0	9	14	19	25	10	0	3	0	12	3	0	13	8	10	14	19	16	0	14	23	21	11	13	20	7	0	27	20	19	0	0	13	21	26	0	20	10	0	24	0	17	18	0	21	7	14	0	4	9	22	0	7	8	26	4	13	14	0	16	0	0	8	13	12	12	11	0	13	13	8	14	21	9	16	26	22	25	17	12	23	0	12	20	12	18	0	21	14	15	27	0	24	9	12	0	9	0	21	26	5	19	0	12	22	4	11	22	3	0	0	0	11	0	6	25	7	12	13	0	19	6	0	17	0	6	12	14	15	20	0	0	13	0	22	21	20	11	1	20	4	15	0	20	14	0	10	0	14	7	0	19	11	9	18	15	0	0	25	26	0	0	0	19	9	0	0	7	4	7	1	13	22	10	17	0	8	17	37	0	0	0	14	21	7	10	16	23	14	13	27	11	23	0	19	23	19	20	14	0	18	0	20	12	0	0	23	29	19	13	0	12	0	0	10	17	33	11	3	11	18	4	0	17	28	10	13	15	0	10	0	0	8	14	0	21	11	29	20	16	14	9	0	19	19	19	22	8	30	13	0	11	21	21	0	0	16	3	0	13	23	0	0	0	25	18	5	0	0	10	2	0	1	26	0	14	25	15	0	0	0	31	0	0	28	13	18	17	12	20	17	0	19	10
12	12	6	0	18	16	0	6	0	32	16	11	13	0	0	6	0	17	33	0	0	14	0	0	0	0	16	10	0	18	29	0	22	11	0	12	0	11	19	17	12	9	0	6	26	23	0	10	17	17	26	0	14	0	1	14	24	17	18	23	19	14	6	0	26	22	14	0	0	16	24	14	0	11	22	0	0	12	14	13	0	17	0	25	21	6	9	0	15	0	0	25	0	15	14	7	0	20	19	23	9	0	0	10	16	11	11	0	12	18	12	22	15	20	16	33	20	0	20	10	12	22	8	8	15	7	12	9	19	0	12	18	5	27	11	5	1	0	19	17	21	24	10	0	0	0	14	20	0	0	10	14	8	24	24	22	1	0	23	24	10	0	24	18	27	13	18	22	27	17	21	14	4	0	13	20	0	19	12	24	13	12	24	0	0	15	14	16	24	16	0	13	16	15	19	16	20	0	14	10	0	8	0	18	0	0	5	0	19	14	15	17	19	13	0	19	25	9	21	0	15	21	15	0	11	9	18	0	6	13	16	18	7	19	17	17	19	10	14	0	17	0	0	27	17	3	0	0	31	29	14	12	1	18	0	0	18	19	0	18	27	7	5	16	15	21	0	0	0	11	8	0	19	19	0	4	16	10	0	12	20	18	17	16	18	41	5	0	0	7	13	19	12	0	15	14	22	0	6	0	21	15	12	12	9	23	0	9	16	31	16	0	0	22	26	0	28	20	21	11	17	0	5	18	7	18	13	0	0	6	0	21	7	0	0	0	0	12	17	10	5	0	0	2	0	19	5	15	24	19	14	15	0	17	0	0	17	18	14	19	13	7	6	17	22	3	15	16	9	0	21	0	13	20
13	21	0	0	0	0	9	1	0	0	1	13	4	18	10	2	12	18	6	19	4	20	7	22	17	0	6	3	0	15	19	0	0	22	22	11	23	15	4	9	0	13	0	13	23	33	18	6	14	0	0	5	22	17	14	17	0	20	15	13	18	0	12	20	20	21	10	18	0	10	0	8	11	17	0	11	8	10	31	0	8	5	0	6	1	10	19	15	0	9	1	13	18	9	21	13	1	21	17	13	6	5	11	16	20	6	0	0	10	17	0	13	7	0	21	0	16	24	0	16	24	0	19	0	0	19	13	2	15	25	0	0	12	7	15	0	21	21	15	2	16	15	20	20	11	0	27	19	0	11	17	10	0	24	0	11	21	0	0	26	31	12	19	25	0	12	0	0	0	0	0	0	26	11	10	10	25	10	20	12	23	3	0	13	14	10	9	0	17	22	18	29	0	22	18	0	20	7	0	0	13	23	15	0	6	0	19	0	0	17	0	19	21	20	4	12	0	0	18	6	24	21	18	4	5	18	0	16	0	0	0	19	10	26	12	12	11	8	0	18	25	9	29	0	10	26	16	0	17	0	0	22	8	15	11	19	0	16	9	14	11	17	13	4	1	13	4	23	15	8	11	0	21	15	18	17	4	24	10	0	21	12	21	7	21	14	26	0	12	15	20	0	14	10	14	17	18	26	0	14	14	24	12	14	10	10	8	5	25	19	0	0	23	20	2	17	30	18	17	17	6	24	9	4	0	10	0	20	11	14	19	16	16	15	21	3	28	0	0	16	0	12	0	17	13	15	0	2	19	0	13	11	13	0	16	14	13	0	8	0	14	0	10	13	20	18	0	11	12	19	25	4	16	16
14	0	0	0	18	18	31	9	23	22	18	0	27	22	15	18	26	26	18	0	0	16	17	17	8	13	15	7	0	9	9	7	0	25	30	2	19	13	0	26	18	21	23	13	0	15	23	15	28	0	12	0	26	0	4	0	29	0	1	15	24	10	0	13	0	14	0	23	30	16	21	19	8	3	7	18	0	27	16	18	14	13	20	27	23	0	6	18	13	17	27	12	9	0	13	0	15	10	13	11	24	0	0	23	5	24	18	29	8	12	19	17	21	26	12	2	18	29	21	13	18	17	16	11	21	0	11	0	0	19	9	0	11	20	15	25	17	21	0	0	0	0	0	12	0	3	16	19	9	19	0	14	0	15	23	11	21	0	21	0	10	13	15	0	0	19	0	0	0	17	20	15	19	0	19	2	19	22	23	19	4	0	25	0	15	15	5	2	21	0	19	13	0	9	0	18	0	11	9	0	2	11	0	20	0	6	0	0	30	9	14	0	22	0	1	21	32	9	0	10	22	14	19	0	20	14	24	1	12	8	0	8	24	22	0	7	24	27	16	15	29	10	4	11	0	15	13	0	16	23	26	21	14	12	10	18	24	22	15	0	22	13	21	28	16	0	22	17	13	0	13	0	0	17	0	21	0	14	11	14	17	3	12	24	22	9	0	6	0	22	9	0	7	15	3	8	4	0	0	10	0	0	18	25	16	24	13	11	16	5	21	0	17	0	0	1	30	19	12	0	23	9	0	12	5	0	0	0	9	0	16	4	0	15	15	22	21	8	0	13	0	12	17	0	23	22	4	0	25	26	5	0	9	18	3	13	23	15	4	23	20	13	11	10	0	14	0	5	0	7	16	0	6	21
15	0	20	21	12	0	11	11	18	14	0	0	12	21	0	0	19	13	0	16	24	0	0	9	18	0	15	12	11	22	16	15	18	15	15	0	18	18	14	19	20	4	11	3	8	0	0	11	21	0	0	29	18	2	12	0	22	0	18	0	21	23	24	0	27	26	24	18	12	17	11	0	26	11	11	0	0	25	17	19	17	5	4	11	36	11	25	0	0	18	18	24	16	13	0	16	12	0	16	18	12	14	34	27	24	22	0	10	26	20	6	0	17	7	21	25	15	21	0	7	22	22	18	5	20	0	11	12	15	9	18	14	0	12	0	10	5	19	20	0	27	0	8	0	32	0	0	0	0	0	9	18	0	0	10	17	0	18	0	9	18	18	15	0	0	1	0	16	23	21	0	12	16	8	0	0	0	14	16	14	0	23	8	26	21	9	7	0	10	0	8	0	12	12	20	0	17	10	18	18	5	0	0	22	0	16	5	12	7	15	8	11	7	24	0	19	22	0	23	16	28	22	19	13	27	7	17	11	12	24	29	14	20	12	5	0	1	2	14	22	16	15	17	14	0	17	0	17	0	17	0	0	0	22	19	0	0	21	0	0	0	1	2	22	15	0	28	27	0	15	17	25	18	15	18	0	8	0	17	7	29	24	7	18	0	23	28	19	24	10	18	0	26	4	0	0	8	11	0	18	15	15	10	2	17	9	8	19	8	7	8	0	0	24	0	0	0	19	0	18	16	10	25	7	0	20	15	14	20	0	16	4	13	22	9	2	11	15	18	0	0	17	0	10	0	0	33	0	8	0	29	0	8	10	16	14	15	6	25	0	18	12	0	21	7	14	19	13	15	16	0	29	21	18
16	9	12	21	15	12	16	0	16	8	4	24	0	0	16	10	22	17	15	18	12	11	0	21	25	0	17	9	20	0	0	22	21	0	9	32	13	23	5	2	15	0	9	0	16	19	0	15	10	21	27	12	9	13	0	12	20	11	19	15	0	12	0	30	0	1	29	18	16	15	10	18	19	3	24	19	4	14	17	21	7	24	7	10	0	15	11	0	16	4	0	12	0	0	15	0	8	12	10	16	20	16	16	28	23	18	0	0	0	12	12	21	11	10	22	13	6	0	18	6	9	0	15	0	20	19	14	18	31	20	12	18	11	13	14	12	17	16	0	21	15	0	15	12	0	9	16	19	25	12	0	14	0	19	6	22	18	13	18	28	22	10	20	13	0	20	10	23	6	15	27	0	0	24	16	15	0	11	16	15	17	0	0	12	10	0	20	15	11	18	13	13	21	14	0	16	9	15	13	18	10	10	21	19	13	20	2	12	14	6	7	0	0	0	0	24	17	0	12	7	0	14	13	17	0	0	13	12	15	25	20	15	11	19	20	7	21	21	9	10	19	18	0	13	12	7	0	0	15	11	22	6	21	12	21	0	0	21	22	27	0	14	16	21	12	11	5	22	21	0	22	0	21	14	0	12	0	23	2	0	0	14	14	18	15	0	16	13	12	0	0	10	35	19	15	7	6	21	20	9	22	16	25	15	14	18	0	16	17	0	9	15	19	8	17	15	17	27	10	0	7	0	0	21	0	16	16	17	10	9	0	0	25	0	10	28	11	7	0	19	25	16	16	9	16	0	0	15	0	11	0	21	10	2	13	17	10	6	22	27	10	13	16	29	15	0	16	19	9	14	0	7	22	0
17	24	0	18	7	21	11	9	8	0	17	20	7	0	0	13	13	4	17	17	0	19	16	19	8	15	13	28	7	25	0	16	25	5	17	0	28	0	0	14	23	24	0	0	25	13	11	8	23	11	6	19	17	17	14	16	17	1	30	3	0	3	19	13	7	18	13	13	0	11	12	18	19	19	6	0	0	20	0	17	14	22	0	22	9	8	12	19	18	16	16	12	0	22	18	18	5	0	10	16	13	21	21	22	18	21	17	0	8	19	33	23	0	7	23	0	0	13	12	0	27	8	19	0	23	12	0	5	0	12	0	0	0	6	24	22	0	23	19	0	0	4	2	8	8	20	0	15	0	0	0	8	0	16	0	0	7	18	0	7	22	24	26	15	18	14	28	0	0	17	0	23	0	20	12	16	11	0	14	4	7	2	13	20	12	19	13	0	0	0	18	0	20	8	11	5	17	1	18	19	27	11	11	0	0	20	0	0	0	15	11	0	6	16	19	15	10	14	6	1	10	0	19	10	18	16	16	0	0	0	12	0	15	12	0	16	15	11	26	24	0	11	12	10	4	18	0	0	12	4	0	0	0	0	18	15	20	0	14	4	0	0	22	12	17	5	11	9	0	12	16	20	21	16	2	16	12	0	11	21	0	23	9	8	22	6	0	9	0	0	15	13	12	9	14	2	14	17	20	0	9	0	8	0	21	0	4	10	16	0	16	11	9	14	13	0	23	0	9	11	13	22	6	27	0	13	14	0	2	18	0	0	21	0	13	7	21	0	13	23	15	0	0	6	12	8	0	0	7	0	8	8	18	19	19	9	7	14	17	11	16	8	3	2	18	12	0	25	23	15	7	8	19	18
18	28	18	16	19	20	0	18	9	10	5	13	23	0	17	14	18	11	11	8	25	1	11	27	19	17	23	35	15	20	13	15	27	26	23	9	11	17	22	15	19	0	23	15	15	27	20	0	0	22	16	19	7	2	0	14	20	6	0	24	11	0	19	15	24	28	15	0	6	1	12	0	8	0	16	21	10	0	0	10	10	32	6	12	24	2	23	0	0	0	4	20	9	14	0	14	7	11	0	19	16	0	7	10	13	0	16	0	13	5	18	2	13	23	0	14	19	4	5	21	0	23	0	15	0	26	14	0	18	7	11	17	8	9	10	0	21	0	0	0	13	18	3	0	30	13	17	5	0	0	0	0	0	0	5	23	0	0	23	28	15	9	19	13	0	21	17	13	9	7	19	14	23	27	0	10	18	23	20	14	0	21	13	14	20	15	0	20	0	14	25	5	8	17	14	0	19	18	0	9	15	27	18	14	0	0	0	0	24	0	12	12	19	12	12	16	9	16	15	6	19	16	0	0	0	25	9	16	0	23	10	26	12	12	10	13	10	18	15	0	14	8	13	22	1	0	14	19	0	0	10	0	20	12	0	18	2	23	7	23	9	21	30	0	0	14	0	0	22	21	7	14	8	12	15	2	13	1	13	0	6	23	0	19	0	10	31	13	11	22	0	9	13	0	0	13	14	0	0	12	0	0	0	0	19	17	10	20	26	0	0	20	12	11	14	25	17	11	2	0	17	18	0	11	22	0	20	17	11	16	10	1	12	9	15	23	11	11	26	12	19	7	19	16	3	28	0	0	8	0	0	11	0	0	8	21	15	0	25	21	0	0	14	20	24	0	24	0	0	22	0	15	0	18
19	18	0	0	0	0	0	25	13	0	0	12	9	14	17	5	13	25	15	0	7	20	15	0	12	0	7	0	9	17	3	6	0	1	0	0	13	13	9	12	0	14	9	0	35	17	17	10	14	18	7	10	0	1	20	9	9	12	7	11	14	0	21	0	21	11	30	14	0	0	0	20	22	20	8	0	6	12	0	15	22	10	0	29	26	12	15	0	6	29	20	35	6	11	0	0	6	0	16	20	0	26	24	0	0	32	26	19	19	24	6	9	14	8	0	0	15	21	0	5	22	22	26	7	18	17	0	0	17	17	0	14	11	13	11	15	9	19	15	13	0	23	22	0	20	0	0	4	28	6	28	12	0	0	15	29	0	27	18	18	0	17	20	28	22	3	0	0	0	31	0	20	16	0	8	0	0	1	13	17	16	12	10	21	4	10	23	24	27	0	11	18	11	15	14	18	0	11	0	21	23	22	16	32	0	0	0	13	6	20	17	22	0	14	24	24	12	22	4	26	9	7	15	6	4	9	0	20	14	15	11	0	6	29	11	0	0	5	0	0	12	21	0	13	5	7	23	20	8	0	0	20	11	11	0	0	23	23	0	15	4	0	10	13	17	3	28	5	23	12	5	13	22	0	8	17	16	13	21	23	3	19	0	0	16	18	19	4	11	17	0	13	32	0	28	13	14	0	0	11	24	2	15	14	22	0	29	29	7	27	14	20	15	0	19	17	25	7	0	18	20	14	12	0	12	16	11	23	9	21	15	10	19	0	16	17	24	18	26	16	10	0	0	19	22	0	10	19	25	15	14	22	18	4	14	23	6	13	5	0	15	4	17	0	12	5	29	4	12	5	15	0	17	11
20	0	8	13	19	0	14	28	20	0	27	13	0	9	25	26	19	0	0	19	0	16	9	21	16	0	0	3	12	0	11	16	27	19	17	21	0	19	12	20	18	0	13	21	7	0	7	27	0	16	21	0	0	0	0	0	4	0	18	36	2	0	6	0	17	8	15	22	12	16	0	10	7	29	9	0	0	12	0	23	7	0	14	0	17	13	0	0	0	32	7	19	16	15	0	12	27	12	18	8	10	0	16	16	11	8	14	18	19	17	21	1	1	12	8	23	0	0	18	23	12	0	25	16	8	0	0	11	14	14	32	14	16	17	8	0	27	25	7	21	6	14	0	0	0	0	19	6	14	0	18	0	21	15	12	0	27	15	7	20	31	25	16	0	0	0	17	18	0	19	19	13	11	10	0	0	19	13	4	1	11	11	27	0	0	0	32	18	1	18	1	17	0	0	15	25	24	15	5	24	19	0	0	23	0	25	12	0	13	23	25	20	9	7	0	0	2	13	0	0	9	15	26	19	21	12	7	1	0	16	8	19	22	0	15	16	8	18	0	16	17	7	7	15	22	0	0	23	13	27	0	0	26	13	0	21	12	22	10	29	15	19	0	17	25	7	17	0	7	0	13	7	16	0	18	22	1	0	0	18	0	16	0	21	7	5	13	0	9	21	29	23	2	13	20	11	17	23	0	13	23	21	24	11	13	25	25	6	19	15	0	32	7	0	10	22	0	11	16	9	0	16	0	12	12	0	15	0	14	10	12	11	11	27	0	0	24	28	5	23	0	0	14	21	12	0	16	0	16	7	18	24	17	19	15	21	0	13	14	21	17	0	10	27	32	0	22	10	11	7	0	14	13	21
21	12	10	30	0	17	9	16	19	11	5	24	18	20	18	0	10	0	3	0	17	0	9	21	16	13	0	15	18	19	19	0	6	16	0	22	7	21	0	8	11	12	0	0	13	10	12	18	16	0	23	9	16	11	2	24	0	7	27	11	8	14	6	24	0	9	0	17	17	0	20	11	5	27	18	11	15	18	0	26	19	23	21	26	12	6	0	9	20	3	18	20	14	0	16	0	0	0	12	0	0	11	19	27	22	28	12	0	0	9	4	15	8	16	22	15	13	0	20	0	0	0	13	13	22	0	12	16	0	23	26	14	29	33	15	14	19	10	25	13	13	6	8	12	11	13	16	0	1	14	0	15	8	21	14	0	23	8	17	20	13	23	17	20	15	16	21	0	33	10	13	11	0	0	8	18	0	0	0	19	17	27	0	19	0	26	16	17	0	0	19	12	4	14	0	0	0	0	9	7	15	12	12	0	0	18	0	17	15	10	13	11	13	6	25	30	15	19	8	17	27	22	0	20	16	15	8	21	11	21	7	18	0	14	0	24	21	12	0	14	18	5	0	11	17	19	8	27	0	7	3	22	16	25	16	3	0	0	3	0	8	0	0	24	20	14	11	16	26	20	0	31	21	8	0	12	11	10	20	13	18	21	6	16	20	26	16	23	5	13	4	13	0	19	14	10	17	6	0	5	11	18	0	9	6	14	17	10	14	19	4	15	17	11	22	2	15	8	0	0	14	12	7	11	15	12	18	12	10	26	6	13	20	12	14	0	0	0	13	8	12	18	0	20	7	17	12	0	18	0	6	18	0	23	16	0	16	26	8	0	16	0	0	0	25	0	13	18	16	23	0	0	8	6
22	24	0	6	4	15	2	0	14	0	21	20	17	0	7	0	8	22	8	11	13	0	25	2	19	28	7	11	0	28	21	19	0	18	16	27	13	21	15	5	19	7	28	21	9	18	0	0	0	14	9	0	17	11	0	16	0	5	31	8	25	5	4	14	1	25	12	0	0	23	0	15	11	18	0	19	26	0	7	4	20	17	27	14	0	14	0	13	29	6	16	0	13	16	0	25	19	19	0	12	23	14	18	12	24	14	17	23	0	14	0	16	19	0	7	13	0	31	17	9	8	11	0	4	16	17	8	16	0	20	0	20	23	22	0	0	17	3	17	0	0	22	0	0	23	16	13	21	25	30	25	2	0	10	17	0	17	20	11	0	0	14	19	14	23	18	14	15	11	19	25	33	15	10	11	0	31	24	0	16	12	20	20	20	0	0	15	0	0	28	6	0	18	15	17	16	24	12	19	0	19	15	0	13	29	12	9	17	0	15	7	13	0	12	16	0	11	27	13	19	16	20	9	0	18	13	0	16	0	12	14	16	0	0	24	22	14	15	7	8	14	19	0	9	11	10	38	11	7	17	28	21	5	10	10	24	19	16	16	6	12	3	0	27	0	15	21	8	7	22	0	8	0	17	10	9	0	22	0	0	0	24	3	0	0	19	0	0	30	26	13	20	16	19	13	16	5	0	0	12	20	0	17	21	0	18	7	9	10	25	17	12	17	11	10	0	14	2	12	0	11	16	0	18	0	2	5	10	0	14	17	24	0	0	32	0	24	0	8	14	0	17	12	34	5	6	0	3	0	15	9	0	2	16	10	1	0	0	1	14	0	0	12	14	16	16	20	5	16	18	21	7	5	12
23	13	0	12	27	22	17	14	0	6	1	9	16	0	28	0	20	0	18	4	22	14	25	16	0	19	6	15	0	0	0	16	0	21	13	27	15	12	4	11	11	15	0	17	13	24	0	9	14	17	13	0	0	0	1	19	11	0	24	11	0	12	0	8	0	12	11	9	21	6	4	22	12	7	0	11	26	22	17	1	16	19	12	12	16	2	0	17	11	14	0	0	18	13	9	0	4	5	21	0	17	21	19	13	14	15	0	0	14	18	8	11	15	24	19	11	28	15	0	16	19	0	0	0	0	10	12	1	0	14	0	21	11	13	0	0	0	0	3	15	4	11	13	8	15	0	15	11	4	23	8	16	19	27	16	8	11	8	12	8	6	20	0	23	15	0	13	0	7	9	0	16	0	15	10	0	14	13	27	28	20	0	0	9	12	0	1	0	9	0	12	0	17	6	20	12	18	4	23	17	23	1	0	12	17	9	20	24	0	0	7	13	21	0	0	0	13	21	15	11	18	11	8	0	0	0	14	13	12	27	0	0	26	0	15	10	16	20	12	0	16	13	16	0	17	10	0	17	16	17	29	0	30	1	14	7	15	0	4	3	0	0	9	13	8	13	19	0	15	0	20	0	18	10	22	0	17	18	16	11	17	17	11	19	9	4	0	13	13	0	1	23	13	16	12	0	20	19	0	9	0	0	4	0	18	23	0	0	0	30	14	21	21	0	6	26	4	20	25	18	27	16	14	19	0	0	0	13	0	0	22	10	0	0	0	0	20	11	26	0	19	21	0	11	11	19	25	19	16	18	0	0	0	10	10	13	0	0	8	0	15	0	0	5	13	14	17	9	21	23	6	0	0	0
24	0	0	17	0	15	13	0	10	8	21	21	31	22	12	11	0	0	0	19	6	17	13	18	7	0	17	0	0	8	17	5	0	0	0	22	0	19	22	15	18	9	13	20	0	0	13	10	10	10	22	17	14	26	8	0	0	11	8	0	14	10	20	17	0	17	15	0	26	18	20	18	1	0	16	2	0	18	25	10	21	16	11	14	11	13	16	12	0	19	11	13	8	0	17	25	0	24	18	11	11	0	0	34	11	27	8	0	0	8	18	16	0	9	20	16	10	6	3	27	2	7	17	29	13	9	6	0	21	12	23	9	0	14	0	19	0	0	15	12	17	14	18	0	0	19	16	0	14	13	0	12	3	7	18	20	14	6	18	24	15	29	6	21	24	22	18	20	15	0	5	13	21	5	15	7	20	13	0	20	0	0	0	19	0	0	20	7	18	16	26	8	0	0	0	0	11	0	17	19	0	20	16	28	7	0	21	21	0	7	14	13	22	10	11	12	0	12	15	26	25	8	0	20	0	6	24	17	17	36	0	3	19	0	13	20	37	0	0	7	23	2	21	15	0	26	0	0	19	13	20	19	12	0	8	0	23	14	0	11	0	14	29	19	11	0	13	5	19	18	24	9	14	38	28	22	20	10	6	14	7	22	0	2	15	22	0	12	19	0	15	14	8	6	0	8	17	0	22	12	0	10	12	17	13	0	9	19	16	25	14	11	21	28	14	0	19	27	17	21	16	20	0	18	0	12	26	20	0	17	14	15	0	0	0	0	26	0	23	16	21	0	25	0	0	8	9	15	23	18	15	8	0	0	15	16	11	10	0	20	3	18	3	3	18	15	0	16	27	16	22	12	17	15
25	4	0	0	0	0	22	27	10	25	15	17	9	0	23	26	20	20	11	3	10	0	9	16	28	0	0	16	10	16	12	15	6	7	0	8	19	4	23	0	9	14	13	17	15	18	11	25	18	0	10	0	8	0	1	23	21	3	0	20	2	8	14	5	29	0	25	14	12	30	0	1	13	0	1	21	6	23	0	15	12	5	11	6	16	22	17	18	32	0	0	0	0	21	11	8	0	20	0	0	16	0	33	16	12	19	29	27	25	0	17	0	14	29	13	23	14	18	15	0	23	7	12	17	0	0	22	13	10	21	24	19	13	20	13	9	10	13	22	9	21	0	22	17	7	20	0	5	20	0	6	13	6	11	4	0	17	21	32	0	19	31	13	16	3	13	18	5	14	17	12	14	28	22	0	14	3	8	12	9	0	27	8	15	14	0	22	0	3	18	18	21	0	0	0	0	0	6	0	22	16	0	18	0	0	0	0	27	9	20	0	6	13	0	0	0	29	26	0	13	17	14	1	0	10	20	0	11	4	5	17	10	16	7	20	2	16	15	16	18	15	8	12	9	0	13	9	12	16	10	5	9	0	15	28	15	0	21	16	0	20	26	9	18	23	0	12	8	0	0	11	6	17	11	21	0	10	0	3	22	4	0	23	15	11	25	1	17	8	11	0	11	28	17	23	11	20	29	13	26	8	0	0	11	2	15	0	1	0	0	21	11	14	19	33	0	15	0	3	0	0	24	22	10	8	18	9	18	16	13	19	16	21	5	0	17	0	14	0	26	0	19	0	7	4	21	17	0	33	16	13	16	0	27	0	7	2	0	0	5	14	0	4	0	20	0	29	10	22	0	21	3	2	0
