ID	targeted_metabolomics_1	targeted_metabolomics_2	targeted_metabolomics_3	targeted_metabolomics_4	targeted_metabolomics_5	targeted_metabolomics_6	targeted_metabolomics_7	targeted_metabolomics_8	targeted_metabolomics_9	targeted_metabolomics_10	targeted_metabolomics_11	targeted_metabolomics_12	targeted_metabolomics_13	targeted_metabolomics_14	targeted_metabolomics_15	targeted_metabolomics_16	targeted_metabolomics_17	targeted_metabolomics_18	targeted_metabolomics_19	targeted_metabolomics_20	targeted_metabolomics_21	targeted_metabolomics_22	targeted_metabolomics_23	targeted_metabolomics_24	targeted_metabolomics_25	targeted_metabolomics_26	targeted_metabolomics_27	targeted_metabolomics_28	targeted_metabolomics_29	targeted_metabolomics_30	targeted_metabolomics_31	targeted_metabolomics_32	targeted_metabolomics_33	targeted_metabolomics_34	targeted_metabolomics_35	targeted_metabolomics_36	targeted_metabolomics_37	targeted_metabolomics_38	targeted_metabolomics_39	targeted_metabolomics_40	targeted_metabolomics_41	targeted_metabolomics_42	targeted_metabolomics_43	targeted_metabolomics_44	targeted_metabolomics_45	targeted_metabolomics_46	targeted_metabolomics_47	targeted_metabolomics_48	targeted_metabolomics_49	targeted_metabolomics_50	targeted_metabolomics_51	targeted_metabolomics_52	targeted_metabolomics_53	targeted_metabolomics_54	targeted_metabolomics_55	targeted_metabolomics_56	targeted_metabolomics_57	targeted_metabolomics_58	targeted_metabolomics_59	targeted_metabolomics_60	targeted_metabolomics_61	targeted_metabolomics_62	targeted_metabolomics_63	targeted_metabolomics_64	targeted_metabolomics_65	targeted_metabolomics_66	targeted_metabolomics_67	targeted_metabolomics_68	targeted_metabolomics_69	targeted_metabolomics_70	targeted_metabolomics_71	targeted_metabolomics_72	targeted_metabolomics_73	targeted_metabolomics_74	targeted_metabolomics_75	targeted_metabolomics_76	targeted_metabolomics_77	targeted_metabolomics_78	targeted_metabolomics_79	targeted_metabolomics_80	targeted_metabolomics_81	targeted_metabolomics_82	targeted_metabolomics_83	targeted_metabolomics_84	targeted_metabolomics_85	targeted_metabolomics_86	targeted_metabolomics_87	targeted_metabolomics_88	targeted_metabolomics_89	targeted_metabolomics_90	targeted_metabolomics_91	targeted_metabolomics_92	targeted_metabolomics_93	targeted_metabolomics_94	targeted_metabolomics_95	targeted_metabolomics_96	targeted_metabolomics_97	targeted_metabolomics_98	targeted_metabolomics_99	targeted_metabolomics_100	targeted_metabolomics_101	targeted_metabolomics_102	targeted_metabolomics_103	targeted_metabolomics_104	targeted_metabolomics_105	targeted_metabolomics_106	targeted_metabolomics_107	targeted_metabolomics_108	targeted_metabolomics_109	targeted_metabolomics_110	targeted_metabolomics_111	targeted_metabolomics_112	targeted_metabolomics_113	targeted_metabolomics_114	targeted_metabolomics_115	targeted_metabolomics_116	targeted_metabolomics_117	targeted_metabolomics_118	targeted_metabolomics_119
580	14	0	9	13	9	0	9	0	9	16	7	6	0	0	5	7	15	9	10	10	0	12	0	0	6	15	0	14	8	0	12	19	22	8	11	2	8	17	14	0	13	15	17	4	10	16	0	11	12	9	9	20	6	0	13	12	4	0	9	0	13	6	0	17	4	11	6	8	10	1	0	9	2	17	13	22	0	8	10	3	10	0	10	14	5	0	0	17	7	0	8	0	7	0	12	0	1	0	12	9	5	10	1	14	10	6	0	4	8	13	8	15	1	8	10	15	0	6	17
581	0	10	13	5	11	16	6	0	3	0	8	8	12	7	12	0	0	11	0	9	5	17	8	7	1	15	17	14	0	13	18	13	0	11	0	13	8	0	7	6	0	0	11	8	14	0	5	12	14	0	2	14	13	4	10	15	14	13	5	0	10	17	10	9	6	7	0	5	5	12	12	10	3	11	18	0	0	17	13	0	6	10	0	4	4	11	1	1	17	15	8	14	3	12	1	12	9	10	13	0	12	11	24	12	7	13	0	7	12	18	0	15	4	0	16	20	7	13	11
582	5	9	2	0	12	16	12	12	10	11	3	0	0	11	0	11	0	15	9	1	0	10	5	5	18	13	10	5	0	0	0	14	0	12	13	4	8	10	12	9	8	8	10	0	0	5	8	9	0	17	10	21	11	9	0	10	16	3	19	0	6	16	12	17	0	12	16	0	1	13	6	12	10	8	12	4	12	10	4	16	13	11	10	9	7	10	6	13	12	13	0	12	11	8	0	0	10	7	9	18	12	11	14	0	17	11	3	0	10	8	16	13	13	0	22	9	17	11	10
583	12	14	5	18	7	16	8	17	3	12	6	6	6	0	15	16	0	0	12	8	15	0	10	11	19	7	0	4	11	12	18	0	0	9	0	0	10	12	1	6	12	15	12	0	12	11	12	14	4	12	7	12	19	0	17	8	0	9	0	12	3	11	6	7	8	8	8	16	8	14	5	13	0	7	14	17	0	13	14	4	18	7	11	10	8	11	0	7	7	7	6	5	0	16	13	6	10	5	16	9	2	0	16	12	13	12	1	0	12	0	13	16	8	0	11	0	19	8	9
584	19	18	2	0	11	0	0	13	0	0	14	11	4	14	19	9	6	0	0	0	15	6	12	15	12	0	5	16	0	10	14	12	19	10	18	11	9	11	5	10	0	14	0	8	3	10	17	12	0	2	13	0	1	8	6	1	0	0	17	17	9	0	16	11	9	0	11	9	0	7	3	6	0	2	14	4	4	8	18	3	17	14	11	12	4	11	24	4	0	12	2	12	9	8	0	9	5	9	0	0	12	15	0	9	14	15	7	6	11	5	10	5	12	11	8	14	2	12	7
585	1	0	5	0	6	8	13	3	18	0	4	0	10	12	0	14	21	19	3	13	0	17	7	10	0	16	9	5	7	2	8	11	0	8	3	7	11	9	12	11	0	7	4	12	3	7	1	0	16	18	12	8	0	8	10	2	0	10	11	7	0	15	2	10	7	13	13	10	0	8	9	7	9	1	0	1	11	21	0	15	0	6	6	6	0	7	15	15	7	11	0	5	7	12	13	8	15	0	0	11	0	15	11	13	10	0	0	13	5	7	7	6	9	28	3	16	0	14	10
586	15	13	5	12	0	17	0	15	5	0	11	4	14	6	10	5	13	16	9	16	0	14	0	12	0	10	0	0	9	10	0	15	3	0	13	10	23	8	6	7	0	4	16	10	0	16	10	1	9	8	0	10	16	13	10	15	12	0	9	15	6	18	0	4	14	6	8	0	0	12	0	0	13	0	13	11	2	9	20	14	16	11	0	10	7	15	0	18	0	12	2	11	7	0	15	11	6	0	10	11	9	5	15	18	6	7	3	3	6	11	13	15	6	8	2	22	24	0	13
587	10	8	0	0	0	14	10	0	7	13	4	5	7	0	14	1	10	0	11	13	3	0	10	0	18	0	4	4	13	8	11	20	19	14	8	6	10	11	11	3	16	11	14	12	15	6	11	0	0	15	22	8	10	14	6	0	9	16	13	15	19	8	13	12	5	3	3	0	7	5	0	6	7	12	0	7	4	7	13	0	0	8	24	14	12	13	10	9	0	16	0	0	10	13	8	9	14	10	9	5	13	5	13	0	4	0	14	21	9	19	21	12	9	0	6	15	13	9	9
588	5	15	0	3	9	11	14	14	6	16	0	18	0	0	5	0	16	8	11	0	9	15	0	14	0	9	0	18	15	0	0	6	20	13	5	0	13	9	13	0	0	17	6	15	7	5	13	16	3	0	0	14	11	11	0	11	15	7	12	3	13	9	15	7	0	23	4	21	2	0	20	5	14	6	16	17	4	18	12	0	7	6	10	9	15	14	2	0	12	6	13	5	12	0	13	0	6	4	14	9	12	11	8	4	9	9	7	5	10	12	15	16	18	4	13	7	8	0	16
589	13	8	17	2	16	8	6	0	12	10	3	25	0	0	13	0	8	6	0	11	12	18	6	2	0	0	12	0	7	19	12	12	24	4	13	0	6	0	0	15	0	18	9	16	13	7	13	11	12	0	0	14	0	5	0	21	0	14	12	11	0	7	0	10	0	7	4	0	13	5	3	0	11	21	0	6	7	14	6	3	14	0	4	11	15	14	18	0	15	8	0	0	9	8	19	6	21	4	11	0	17	2	14	0	9	0	13	18	0	9	8	15	18	15	7	13	0	20	4
590	10	0	0	15	4	5	12	12	13	0	0	8	7	14	7	14	0	9	6	8	0	12	9	14	19	22	0	9	11	11	10	8	23	7	6	19	7	5	16	9	15	0	12	7	2	10	7	0	0	1	15	11	2	9	0	0	8	9	8	0	4	14	2	10	0	15	0	21	8	10	3	9	18	11	12	5	4	0	9	11	16	5	0	14	11	0	11	7	6	12	8	0	15	15	0	0	16	4	9	7	0	8	0	4	12	2	15	0	15	0	9	4	12	0	8	6	10	11	13
591	9	0	16	8	12	0	9	0	13	8	2	0	11	13	5	11	10	0	8	12	10	5	5	23	0	14	0	7	8	10	6	7	3	0	10	14	8	16	14	13	6	5	0	5	0	9	17	5	13	0	12	0	6	8	1	7	17	16	12	15	9	0	17	0	18	8	18	12	0	3	9	0	0	8	12	0	15	12	0	3	4	0	10	5	8	7	11	0	0	3	10	0	16	9	9	0	9	12	10	1	8	3	11	10	4	0	6	7	9	8	0	0	5	0	18	7	4	1	0
592	0	17	0	11	9	0	4	11	0	11	6	7	14	12	0	9	0	8	11	5	13	8	0	0	4	0	12	0	10	19	13	0	14	15	12	0	0	10	0	8	14	15	9	0	8	13	13	1	9	0	12	11	12	12	11	9	0	2	10	11	11	4	6	8	7	8	14	14	0	10	13	0	9	10	0	8	20	0	9	2	20	0	11	10	23	13	7	7	12	4	15	6	4	13	3	15	9	11	10	11	9	11	6	8	14	0	0	5	8	0	14	0	6	0	11	7	0	12	10
593	7	0	0	3	0	16	15	3	11	17	11	11	0	0	9	0	0	12	6	13	0	4	10	0	0	7	13	0	7	8	0	7	13	14	0	15	9	1	14	11	0	14	3	0	12	9	20	14	9	6	5	8	9	11	1	5	14	5	4	0	8	2	9	11	3	8	7	6	0	10	6	10	0	1	14	15	12	12	20	10	6	11	4	12	1	0	7	11	22	0	9	5	17	0	0	5	23	6	4	6	12	12	12	0	19	6	16	15	12	0	10	12	20	10	12	11	14	6	7
594	0	8	13	18	13	10	14	8	0	1	8	11	9	0	2	12	8	21	17	21	8	27	15	14	12	12	11	10	16	19	9	0	0	13	12	7	2	8	0	5	10	12	12	14	5	0	5	0	14	10	5	9	0	19	5	3	9	15	5	12	9	7	7	7	15	22	10	0	7	9	4	0	15	6	10	13	0	0	3	22	10	5	10	6	9	6	11	5	13	2	0	0	10	12	12	5	11	14	11	8	9	10	2	0	8	8	15	9	5	13	4	6	20	7	9	13	11	11	13
595	0	16	9	4	10	10	7	6	9	9	13	6	16	19	11	9	18	9	11	10	11	25	0	0	13	4	4	16	8	3	9	9	10	0	9	6	3	13	0	0	13	10	6	12	10	0	19	1	15	16	16	0	5	0	0	11	0	14	0	12	0	10	10	10	10	9	9	4	9	9	8	11	0	11	4	11	5	2	0	20	12	14	14	0	6	5	12	0	4	0	13	10	4	0	10	0	12	2	8	8	19	12	14	14	0	10	7	12	9	6	5	11	6	15	19	10	3	11	0
596	0	10	0	13	0	11	18	9	12	10	0	9	15	0	10	16	0	1	0	12	14	16	11	15	13	8	10	6	9	11	14	8	8	2	8	15	4	0	8	11	4	16	4	12	0	0	0	15	14	13	8	19	0	1	8	14	11	4	7	0	14	1	15	0	14	0	17	7	4	20	13	0	6	18	15	14	20	6	11	16	9	15	1	9	12	12	0	13	9	17	0	21	7	9	13	10	12	11	13	8	15	16	13	2	11	13	10	4	12	8	10	11	8	9	11	7	7	0	0
597	0	17	8	7	6	9	20	4	10	6	0	6	17	6	16	0	21	5	1	8	2	9	9	10	0	9	0	6	12	0	6	16	12	1	0	14	3	15	6	0	18	0	0	21	17	0	3	8	15	12	18	10	7	8	1	19	21	0	3	6	3	8	12	9	0	0	0	5	15	0	6	14	15	11	14	11	10	16	9	2	0	7	7	14	10	8	4	11	0	10	14	6	14	10	8	2	8	4	19	11	9	11	6	11	11	13	11	0	12	20	18	3	0	13	17	0	0	0	11
598	14	12	0	4	0	8	0	17	0	26	0	14	15	0	9	8	15	12	7	13	15	0	5	7	21	8	9	0	0	5	7	13	0	0	2	15	6	18	13	10	11	7	6	10	14	7	14	0	8	18	7	9	4	4	18	1	10	8	12	11	18	16	5	8	12	3	0	0	8	0	2	0	20	9	14	10	11	7	13	3	0	20	11	0	0	15	9	4	11	9	7	18	0	10	19	13	0	22	10	9	19	3	12	0	1	8	9	8	8	6	9	11	4	0	12	3	8	8	14
599	11	13	0	12	0	12	10	17	8	17	11	14	10	0	4	5	10	6	7	5	0	12	0	0	6	12	2	11	19	13	0	0	0	13	0	2	14	16	0	0	10	7	0	0	5	5	17	0	0	2	10	8	2	17	9	16	7	0	7	12	11	8	12	10	11	6	0	8	6	0	9	0	9	4	11	0	1	5	0	0	19	11	7	12	10	20	0	10	5	16	7	16	10	1	3	8	16	0	0	8	13	9	12	13	14	0	21	15	17	7	17	8	12	22	9	6	14	0	12
600	0	11	14	17	13	5	0	9	7	14	4	8	11	8	16	8	0	11	0	16	0	0	11	16	10	4	15	10	11	13	13	3	6	8	6	2	14	10	13	14	11	10	8	9	7	0	15	10	15	14	0	8	0	13	10	4	15	3	12	4	8	0	0	13	0	4	0	13	14	17	14	8	0	14	10	5	10	4	19	21	7	0	14	0	16	0	13	14	9	15	17	11	1	5	15	15	0	7	0	18	11	11	5	5	15	11	12	16	10	17	7	23	0	2	0	12	13	9	0
601	7	18	10	10	4	14	0	18	4	3	15	19	2	4	4	12	0	8	3	4	15	0	13	0	11	14	0	17	14	12	6	15	9	1	16	0	4	0	0	10	8	16	12	13	3	17	17	13	0	13	18	13	9	11	12	3	6	8	7	19	0	7	6	0	11	16	10	15	0	6	9	4	19	11	12	0	0	0	10	8	8	0	6	11	8	0	0	10	10	18	0	14	10	6	18	12	15	14	6	0	10	11	0	24	12	16	0	12	0	11	0	13	0	10	2	15	13	10	0
602	1	0	9	7	8	13	12	12	0	16	11	9	6	0	5	16	7	4	4	0	12	12	0	16	11	15	12	10	8	11	10	1	14	9	13	7	21	11	16	1	12	0	6	2	0	10	7	3	14	17	0	0	2	0	16	0	9	8	7	8	21	6	14	0	0	12	5	0	14	0	0	8	13	9	0	8	19	0	15	15	2	15	16	12	17	11	0	17	9	11	7	6	5	11	12	10	2	3	16	5	8	0	10	12	0	6	14	12	0	0	8	11	0	7	0	5	10	8	6
603	22	8	19	0	18	12	0	5	6	3	14	3	17	4	18	8	0	6	0	5	0	18	17	11	19	0	14	14	1	7	10	15	9	7	7	8	6	0	6	5	12	0	12	7	15	10	14	8	14	11	0	0	3	0	5	0	9	11	11	0	14	8	0	12	0	0	8	5	0	17	4	13	7	13	11	10	1	12	9	5	15	13	19	4	0	6	7	13	19	9	0	15	15	12	16	0	0	1	6	16	3	13	9	0	7	12	16	13	11	6	10	12	10	7	10	4	16	14	12
604	0	6	1	14	11	6	4	7	9	11	8	6	0	13	14	8	11	9	17	0	0	18	17	3	6	7	5	13	2	8	14	0	6	15	0	11	14	9	17	0	0	0	10	6	15	10	2	3	5	13	0	0	10	9	12	0	13	10	11	11	4	0	18	1	12	5	7	10	3	11	0	10	11	9	11	0	14	11	12	10	0	8	7	14	10	10	18	17	6	0	22	7	4	0	1	12	0	3	8	6	15	1	0	15	4	13	8	14	0	18	13	7	0	0	7	10	6	14	8
605	11	0	9	17	11	9	15	0	13	10	0	12	16	3	9	10	11	9	9	7	0	13	12	6	1	10	23	11	11	13	10	14	0	13	10	12	15	3	0	8	12	5	5	10	15	8	6	0	15	0	10	7	9	1	6	0	0	8	13	11	9	0	0	0	0	14	12	19	0	12	9	9	11	4	0	3	7	12	12	13	11	16	6	0	4	18	15	7	6	1	13	16	5	12	0	0	14	4	0	12	0	3	0	0	3	9	12	6	1	0	13	10	2	17	17	9	0	13	3
606	14	5	6	0	10	20	17	15	0	9	14	11	0	7	18	10	9	2	9	14	12	8	0	3	6	10	2	18	9	0	3	15	2	18	0	5	10	12	0	0	8	17	14	7	0	12	11	0	9	10	3	6	13	16	16	12	14	0	10	5	13	0	0	11	8	12	11	16	0	0	4	12	14	13	3	13	4	6	7	0	7	10	0	9	6	16	14	3	15	19	15	6	8	10	6	6	11	10	13	0	6	17	12	4	7	11	0	10	15	0	0	10	14	2	5	4	5	12	0
607	8	14	14	2	7	14	0	0	7	19	10	11	5	9	7	10	13	13	12	0	19	3	0	0	2	11	17	12	12	0	10	14	10	8	9	15	0	4	10	0	19	13	14	10	10	11	0	0	9	12	8	16	15	8	18	12	7	0	7	11	5	0	14	4	6	11	0	11	4	11	5	15	0	11	6	8	0	15	12	0	10	10	10	15	9	3	14	22	11	8	11	0	8	6	4	3	0	8	0	1	3	16	18	6	16	17	13	15	9	3	9	11	7	12	14	16	11	14	0
608	7	0	13	0	9	17	0	13	11	12	7	11	16	9	10	0	0	13	8	14	0	9	0	8	0	8	12	13	0	7	14	3	0	17	13	0	7	3	6	14	12	5	15	0	8	5	0	12	8	15	8	16	19	9	11	14	7	0	10	3	7	1	0	0	9	7	0	14	7	5	6	0	0	15	7	19	7	20	4	9	10	18	0	0	7	13	8	7	16	0	7	13	10	9	0	0	0	0	10	12	13	0	13	13	0	7	11	3	0	0	0	11	11	10	0	0	3	10	13
609	12	1	10	14	18	8	8	6	14	9	7	10	0	7	13	0	9	12	9	0	4	6	11	10	0	0	3	0	13	7	4	11	11	21	14	13	20	3	0	9	7	10	12	11	11	0	2	7	6	6	9	10	2	11	0	14	0	9	8	9	13	14	0	6	4	14	4	0	8	18	16	12	11	11	4	9	13	24	0	17	12	10	12	0	12	15	10	0	16	7	19	0	8	8	11	14	8	0	0	0	2	13	11	1	6	17	8	0	0	11	0	0	5	6	16	4	19	0	8
610	2	7	0	17	19	10	9	15	12	0	16	6	10	8	8	5	11	2	8	17	11	5	0	11	15	0	6	4	13	8	0	17	0	5	6	16	10	15	14	12	10	6	9	7	0	17	12	0	17	1	0	0	19	7	0	0	14	9	5	0	8	14	16	11	0	9	7	16	8	0	9	13	7	0	0	10	0	11	0	5	11	4	0	3	16	6	10	0	7	9	0	0	10	9	5	13	13	6	17	0	18	13	18	13	8	13	12	0	16	9	5	10	8	6	12	10	0	0	0
611	6	13	11	0	16	1	13	9	3	7	0	9	18	0	6	7	12	20	12	4	16	5	0	14	0	0	5	0	12	10	5	3	4	17	0	11	5	12	0	14	6	19	5	17	6	22	6	6	21	13	0	3	13	0	0	0	0	5	10	10	0	14	16	5	13	6	0	0	0	3	0	14	13	18	0	13	8	9	8	8	0	0	6	9	8	0	11	17	23	16	5	12	8	7	6	0	15	10	13	5	11	0	14	6	13	19	13	15	0	8	18	0	14	3	0	3	15	7	13
612	9	18	0	0	16	7	11	6	15	6	0	18	0	0	7	0	12	0	7	14	11	0	0	10	5	0	15	8	9	0	2	20	6	0	2	0	6	7	8	6	13	16	0	18	2	0	0	7	7	9	10	13	7	6	6	9	0	5	0	0	13	16	11	22	16	11	5	11	6	13	5	9	8	7	16	13	14	9	18	7	16	6	13	14	1	0	10	8	18	12	10	0	16	16	0	5	0	17	10	18	20	5	9	21	0	4	0	17	0	4	0	12	0	11	9	2	6	16	0
613	8	9	7	3	7	6	16	5	5	18	0	5	0	18	4	0	0	5	10	13	15	0	6	13	17	16	1	0	16	15	9	9	0	16	9	11	7	11	7	7	1	11	15	12	9	11	7	14	7	5	4	19	20	5	0	15	10	11	13	12	8	15	7	0	17	14	0	11	8	9	0	10	0	16	8	8	9	10	6	13	8	0	2	15	0	14	12	14	9	0	16	0	13	2	10	0	10	13	3	5	12	3	14	4	0	8	14	12	13	14	6	19	9	17	11	11	15	11	19
614	7	4	0	0	10	7	0	5	5	16	8	6	10	7	14	7	0	0	9	11	3	17	6	11	8	12	8	1	15	0	1	11	0	0	18	4	11	4	0	16	9	5	10	14	12	6	9	0	11	14	4	10	13	9	13	8	8	4	6	9	9	10	15	16	10	11	12	10	5	16	0	16	16	7	18	18	16	0	6	0	3	0	5	3	13	0	11	12	7	15	14	13	5	0	0	8	8	8	13	10	16	10	18	7	10	6	11	0	10	11	9	0	3	16	17	0	18	8	10
615	19	13	14	0	0	11	12	2	20	1	6	0	17	3	13	2	3	7	8	3	0	10	9	0	13	16	0	17	5	7	18	13	15	12	17	17	12	4	1	10	8	10	12	5	16	5	2	3	4	18	0	13	8	0	0	16	0	13	6	15	5	12	18	8	17	19	12	7	16	14	14	15	7	19	10	0	13	11	15	6	7	12	10	0	14	9	19	14	13	14	10	14	19	11	14	18	9	4	7	10	13	8	7	8	8	3	18	18	0	11	8	7	11	8	4	16	7	9	5
616	5	0	6	4	16	7	0	0	12	19	13	0	17	4	0	11	2	11	11	11	0	9	0	0	1	14	7	6	5	20	19	13	11	16	12	0	0	15	6	8	10	17	0	8	10	8	11	14	0	3	11	8	18	5	14	20	9	12	9	8	7	0	1	13	5	0	6	3	13	13	0	9	10	10	16	6	7	11	15	14	5	15	2	9	7	2	14	10	0	18	11	13	9	8	7	14	15	0	4	20	3	15	13	17	16	1	0	6	0	4	4	7	0	9	0	5	11	0	18
617	7	1	13	8	9	2	15	16	15	13	12	0	13	14	14	11	0	19	11	11	8	0	7	0	9	0	3	14	1	8	0	21	12	0	11	9	9	7	8	11	19	10	5	2	18	0	9	8	9	5	9	9	0	0	0	9	9	5	19	3	6	13	12	3	0	5	5	8	0	0	12	4	12	15	8	5	20	24	17	13	4	12	15	20	19	10	11	9	9	0	4	0	19	4	17	16	22	11	0	3	17	9	9	0	0	0	14	0	6	13	1	11	9	0	10	12	0	8	11
618	4	12	10	7	12	3	7	17	10	6	14	0	20	0	14	15	7	4	3	0	13	9	11	0	0	9	15	16	12	1	6	12	6	11	7	10	2	5	0	22	8	0	13	11	0	0	13	9	0	13	13	0	14	11	4	15	0	14	10	0	6	12	16	16	11	13	11	0	0	10	17	17	17	1	12	16	15	3	13	10	14	15	3	1	0	0	8	6	4	6	6	0	0	13	0	19	17	3	9	13	8	9	13	0	8	14	10	9	9	7	0	17	8	15	13	16	7	0	11
619	0	6	16	14	5	5	0	10	19	7	0	3	20	13	0	13	4	7	7	11	13	10	0	12	0	9	0	11	8	0	9	15	21	8	4	7	8	10	12	2	9	9	0	0	11	14	7	14	6	6	9	10	6	8	13	0	16	0	4	5	12	12	12	12	0	0	14	10	5	4	8	15	14	9	0	0	16	16	16	0	12	5	13	3	0	22	11	5	1	4	21	3	12	19	12	9	11	0	12	10	0	13	7	8	11	0	13	18	3	9	0	12	9	0	0	2	15	10	5
620	0	0	14	14	13	13	13	16	5	10	8	7	0	12	7	6	13	6	10	11	0	10	12	15	10	13	16	12	15	12	5	11	14	0	13	12	10	12	0	5	10	0	10	12	0	0	8	10	7	11	0	18	17	13	0	0	15	0	9	15	13	12	4	7	6	9	4	0	1	17	4	9	0	0	0	7	0	3	3	0	15	8	9	11	0	9	0	0	12	7	10	16	0	1	0	12	16	0	1	0	14	7	17	12	8	0	8	13	15	7	9	19	0	0	20	8	10	12	0
621	9	0	14	4	2	0	4	0	20	6	6	0	7	8	2	7	13	0	5	0	12	12	0	0	10	0	16	9	16	18	0	12	16	11	14	11	0	9	14	0	18	10	3	16	6	14	3	6	0	8	6	14	11	8	8	0	6	7	13	10	0	11	0	0	14	0	7	17	0	0	3	9	15	14	12	15	12	9	21	0	8	0	13	19	12	12	18	0	17	13	15	12	0	12	0	10	17	7	8	8	12	9	15	0	11	5	0	7	4	0	7	10	8	18	0	9	14	8	2
622	11	17	13	4	6	0	0	11	3	16	11	0	15	16	8	0	0	15	15	5	14	8	9	15	4	10	0	7	4	22	21	8	0	6	20	5	26	2	17	4	15	0	9	18	5	9	9	0	11	4	9	0	11	6	0	8	7	0	14	0	14	6	6	15	19	14	6	11	3	4	11	12	0	17	0	7	0	0	0	9	15	8	12	14	17	8	8	0	8	16	13	8	0	9	1	11	14	15	12	0	20	0	7	14	16	17	4	7	2	13	10	0	0	0	17	10	12	11	15
623	7	3	0	6	14	6	11	14	7	12	9	0	0	0	0	16	14	14	9	8	0	12	8	2	13	17	0	12	1	8	7	7	0	6	12	16	10	5	4	11	8	10	9	6	0	13	11	10	19	0	9	14	5	17	13	0	0	16	18	7	5	12	4	13	15	15	4	0	4	14	14	11	6	2	10	0	16	10	12	0	11	14	14	0	11	6	14	3	9	12	14	18	11	11	0	12	12	9	10	14	14	0	9	7	4	6	6	17	12	0	6	0	0	5	2	10	7	9	0
624	13	0	13	13	7	12	11	11	0	16	0	7	9	21	10	22	0	11	14	7	19	7	14	0	9	4	7	0	0	0	10	11	0	13	11	8	11	2	2	3	10	0	0	10	0	0	6	0	0	18	14	11	0	18	12	15	11	11	0	4	15	17	11	0	0	8	9	11	0	0	7	13	16	15	5	5	26	18	0	12	18	7	0	12	9	6	15	14	8	6	15	8	3	12	8	13	18	5	1	7	14	20	0	21	0	4	11	14	15	19	0	18	16	18	10	10	9	7	10
625	0	0	10	16	17	6	0	9	15	8	9	13	11	15	16	17	5	8	9	10	9	15	0	14	0	0	16	0	14	0	14	10	9	1	17	0	13	18	14	9	12	17	12	16	17	8	11	21	11	10	0	10	0	8	11	0	11	8	9	9	0	10	0	12	12	15	10	14	8	13	0	6	12	8	23	10	7	2	14	16	10	11	3	1	15	11	0	9	0	15	15	0	13	18	0	14	16	3	11	7	3	7	0	15	8	13	4	7	8	0	18	14	13	13	13	17	0	22	9
626	7	8	13	21	5	10	0	11	0	8	14	12	11	9	8	17	6	0	12	10	0	0	11	11	16	4	6	4	6	14	0	1	0	0	9	7	4	0	12	0	0	6	18	0	14	8	7	10	10	11	14	5	0	10	5	5	6	0	0	17	6	9	11	7	10	17	8	0	12	9	8	5	0	7	8	13	0	17	16	2	6	0	11	5	2	1	4	14	10	10	0	9	0	12	2	8	14	9	21	16	6	14	12	11	19	10	7	17	7	12	12	11	19	2	0	0	11	11	11
627	5	0	1	11	7	9	13	0	21	15	1	0	12	3	10	0	13	8	13	0	11	5	0	20	12	12	15	6	17	16	16	12	1	9	14	0	5	7	12	11	0	8	11	12	13	14	8	6	18	15	0	10	10	0	14	14	13	2	0	11	13	12	8	0	0	12	0	13	10	15	1	3	15	10	10	5	5	8	11	0	10	0	5	11	9	17	0	8	13	7	9	17	24	10	0	0	12	13	7	7	11	2	0	5	4	9	7	14	15	16	8	19	17	3	5	12	9	11	15
628	0	0	15	0	15	18	1	16	9	10	14	10	17	6	0	0	3	8	9	18	0	3	3	0	7	13	11	12	11	10	15	11	7	13	18	5	12	2	21	2	8	5	12	2	13	10	9	13	13	8	13	16	9	13	13	11	12	6	0	16	19	0	17	5	0	5	0	15	13	10	19	15	0	11	16	11	8	13	1	17	10	10	22	0	0	19	7	5	3	1	18	15	9	10	3	9	15	9	11	8	0	9	1	7	10	0	6	3	11	18	0	11	10	11	0	10	0	4	2
629	9	10	0	8	20	0	0	12	0	15	22	0	11	0	5	12	0	0	8	15	10	0	6	18	16	1	15	9	13	7	6	16	14	11	5	8	3	8	0	13	10	4	15	11	15	2	0	11	9	0	10	15	10	11	0	0	6	11	0	14	14	0	12	5	12	16	14	19	15	3	0	6	15	12	16	9	0	3	11	16	12	9	0	16	0	5	0	10	13	4	0	3	0	8	7	7	15	8	9	14	17	2	2	6	2	9	15	0	11	0	14	11	0	0	11	13	13	0	3
630	0	7	8	11	2	14	0	14	11	12	0	15	1	20	15	7	10	0	8	16	8	18	16	8	9	5	7	0	11	9	5	21	3	14	12	0	5	4	14	15	13	0	12	0	8	0	7	12	12	0	2	0	10	14	4	0	4	10	0	0	8	1	15	14	0	16	14	23	5	9	3	12	22	0	7	0	12	8	15	0	14	0	12	6	0	4	8	1	13	17	6	13	12	14	19	13	0	22	10	0	0	5	0	13	12	0	5	20	0	11	12	0	0	2	6	0	18	3	9
631	9	9	15	0	9	6	2	8	0	0	5	2	5	0	0	0	6	7	9	14	7	14	0	0	9	0	13	10	15	14	21	0	0	15	7	12	8	10	0	16	3	4	8	15	9	13	12	8	11	1	19	0	16	9	14	0	14	1	11	11	7	12	11	3	14	3	7	9	7	7	11	11	10	15	14	5	17	23	8	15	2	10	6	1	7	0	7	14	0	0	3	14	1	0	14	0	13	13	20	12	9	6	10	0	18	12	0	5	0	11	20	10	9	16	14	17	0	12	11
